정류장ID,정류장명,위도,경도,노선 개수,승차 비율,하차 비율,환승 비율,고정인구,유동인구,평균 속도,평균 통행량,교통 혼잡도,BRT 정류장 여부,대중교통 연계,주변 건물,이용량,이용량_보정,입지 점수
293053010,한솔동(첫마을),36.4812897,127.2618716,8,0.580363864,0.273766285,0.145869851,2057,83219,48.2,234.6,0.518672199,1,18,342,181991,71153,0.372862487861378
293061006,아름초등학교,36.5147,127.25062,2,0.398097093,0.58986624,0.0120366666,4175,151477,20.2,51.5,0.742574257,0,11,164,57491,57491,0.35741781027710195
293064234,"가락마을20,21단지",36.5172956,127.240792,2,0.679446219,0.284448109,0.0361056718,3923,195759,17.8,128.6,0.842696629,0,10,16,58218,58218,0.3497177598633866
293064309,"새뜸마을5,6단지",36.4833939,127.2512762,1,0.587036576,0.0648917641,0.34807166,4882,61979,31.0,51.5,0.483870968,0,19,274,40190,40190,0.3315664135231693
293064233,"가락마을20,21단지",36.5175074,127.2407913,2,0.390471708,0.574593636,0.0349346559,3335,195759,16.6,123.7,0.903614458,0,10,15,55246,55246,0.3314428398110646
293064203,"고운뜰공원,대법원등기정보센터",36.5114233,127.2412918,2,0.451545335,0.518935544,0.0295191211,2319,195759,33.0,44.1,0.757575758,1,11,294,113147,44237,0.3291766760372956
293064390,"새뜸마을3,4단지",36.4866304,127.2470123,1,0.354161231,0.643142882,0.0026958866,4203,40431,16.5,73.7,1.212121212,0,14,145,22998,22998,0.3236468306682727
293064140,고운동커뮤니티센터북측,36.5200871,127.2377731,2,0.697579257,0.276492409,0.0259283338,4787,195759,15.7,38.2,0.955414013,0,7,190,26149,26149,0.3197518548102294
293064257,반곡동(수루배마을),36.497739,127.312279,3,0.692342314,0.287813834,0.0198438517,3143,29318,28.0,90.6,0.892857143,1,9,186,224402,87734,0.31302247919164405
293061007,범지기마을10단지,36.51879,127.25226,2,0.289635974,0.691134904,0.0192291221,2722,151477,14.9,82.1,1.342281879,0,6,30,46700,46700,0.3085067567650692
293064060,가락마을8단지,36.5089327,127.2405854,1,0.559522574,0.434872859,0.00560456668,4604,195759,18.9,109.5,0.793650794,0,10,142,28905,28905,0.2984239301636281
293064117,"가락마을10,13단지",36.5134794,127.2293797,3,0.540958189,0.446377656,0.0126641553,1385,195759,17.8,75.4,0.842696629,0,6,22,96098,96098,0.29808477802178834
293064071,가재마을12단지,36.5073176,127.2505017,2,0.816722326,0.161218175,0.0220594994,4905,151477,35.5,119.7,0.704225352,0,13,124,32639,32639,0.2959266507830925
293064096,"두루초,중학교",36.5187165,127.2391789,2,0.540906584,0.420668358,0.0384250579,4283,195759,23.6,25.8,0.63559322,0,10,138,45335,45335,0.2857502363009072
293064118,"가락마을10,13단지",36.513498,127.2296588,3,0.639960301,0.347678982,0.0123607164,1251,195759,16.7,68.8,0.898203593,0,6,22,88668,88668,0.28197968879678537
293064377,한결초등학교,36.4960562,127.2472552,1,0.194632306,0.795329964,0.0100377305,5827,40431,22.9,79.2,0.655021834,0,18,258,14047,14047,0.2807973001871994
293064097,가락마을22단지,36.5200447,127.2405762,4,0.536151446,0.260890436,0.202958118,2999,195759,29.3,40.2,0.511945392,0,7,18,99996,99996,0.2807755866153401
293064393,보건복지부 고용노동부,36.5024356,127.2609046,1,0.409535919,0.527209154,0.0632549269,200,107847,19.8,255.5,1.01010101,0,24,82,15730,15730,0.2779113218437319
293063002,가재마을5단지.가온마을6단지,36.4994482,127.2466099,3,0.528468054,0.425422113,0.0461098334,6273,88689,26.5,206.2,0.943396226,1,15,34,17827,6969,0.27657965661391776
293064391,"새뜸마을3,4단지",36.4864817,127.2470741,1,0.35831708,0.561391288,0.0802916318,4722,40431,19.2,71.1,1.041666667,0,14,145,21534,21534,0.27314522362225463
293064392,"한뜰마을1,2단지",36.506399,127.267947,6,0.610412158,0.338517405,0.0510704373,1108,107847,28.8,156.0,0.868055556,0,12,48,81789,81789,0.2692299145994496
293064232,대평동(해들마을),36.4719176,127.2763944,4,0.362221709,0.544488098,0.0932901934,3292,53839,25.9,261.5,0.579150579,0,15,329,51924,51924,0.2683625142209898
293064164,"세종우체국(남부서,보람초)",36.4802554,127.2931435,5,0.17705605,0.794582055,0.0283618948,5252,30530,22.3,175.4,0.67264574,0,14,128,53452,53452,0.26520366013282615
293064359,새롬중학교(새뜸마을1단지),36.4802617,127.2494164,1,0.718226471,0.274405754,0.00736777476,4634,61979,18.8,36.6,1.329787234,0,9,42,22802,22802,0.2591321942640096
293064008,한솔중학교(첫마을7단지),36.47491,127.2557,4,0.570550718,0.41075225,0.0186970324,3552,61979,34.0,92.7,0.735294118,0,7,18,103011,103011,0.24906276246843947
293055002,세종고속시외버스터미널(지상),36.4693014,127.2740033,8,0.398882221,0.384762902,0.216354878,1178,53839,22.8,134.1,0.877192982,1,10,28,261769,102344,0.2447236919779572
293064308,"새뜸마을5,6단지",36.4832363,127.2513939,1,0.457094196,0.528101664,0.0148041399,4882,61979,26.8,38.3,0.559701493,0,20,258,7633,7633,0.23604112031813929
293064095,"두루초,중학교",36.5191814,127.2394622,2,0.636232964,0.327592632,0.0361744037,4603,195759,22.7,26.7,0.660792952,0,9,95,37568,37568,0.2356941248151402
293064093,두루중학교,36.5173305,127.2381952,2,0.618244264,0.370847644,0.0109080918,2538,195759,19.6,76.3,0.765306122,0,11,132,36395,36395,0.2305329517566235
293064025,"가재마을9, 10단지",36.5018101,127.2525964,2,0.503092293,0.467709324,0.0291983825,3215,88689,23.3,193.3,1.072961373,0,14,106,16816,16816,0.22914770468332077
293064253,"법원.검찰청,경찰청",36.487095,127.301744,3,0.522259201,0.441709084,0.036031715,2169,9302,35.2,122.1,0.710227273,1,17,377,102160,39941,0.22573488906758027
293064376,한결초등학교,36.4958942,127.2473673,1,0.773094449,0.198322287,0.0285832643,6312,40431,24.9,81.7,0.602409639,0,16,263,9656,9656,0.22275797796332358
293064258,반곡동(수루배마을),36.497535,127.310959,3,0.440793044,0.544162516,0.0150444399,3307,29318,30.1,92.1,0.830564784,1,10,193,165842,64839,0.22175545918021033
293064355,국민건강보험공단,36.5136059,127.2416967,1,0.125189809,0.865699342,0.00911084866,3913,151477,26.7,53.2,0.936329588,0,9,298,5927,5927,0.2213491264953895
293064094,두루중학교,36.5174909,127.2373346,2,0.501448307,0.479538027,0.0190136661,4081,195759,23.2,76.7,0.646551724,0,10,181,26928,26928,0.22095190688990285
293064002,첫마을5단지,36.4777,127.25004,6,0.676489403,0.300315731,0.0231948658,3788,61979,26.1,40.2,0.766283525,0,5,52,96918,96918,0.2197111297498089
293064367,다정중학교(가온마을4단지),36.4936286,127.2481842,1,0.590967614,0.368426265,0.0406061206,7163,40431,24.2,49.7,0.41322314,0,17,259,10097,10097,0.21005969383155326
293062010,과기정통부(중기부),36.49776,127.2605,1,0.743034817,0.202157187,0.0548079963,1113,107847,34.4,108.5,0.726744186,0,17,290,28463,28463,0.2083285268977194
293064119,"가락마을9,11단지",36.5106813,127.229892,3,0.456272253,0.529287075,0.0144406724,2198,195759,26.1,67.7,0.957854406,0,5,14,60385,60385,0.20634989230581918
293064070,가락마을8단지,36.5087662,127.2407144,1,0.420721745,0.574341124,0.00493713149,4604,195759,23.6,86.6,0.63559322,0,9,132,28154,28154,0.20243736635625095
293064032,"가재마을9, 10단지",36.5015892,127.2525636,2,0.401398901,0.582542288,0.0160588109,3345,88689,22.9,181.6,1.091703057,0,13,90,14011,14011,0.20138721198269974
293062025,국무조정실(한뜰마을3단지),36.50408,127.27115,1,0.470077538,0.521150795,0.00877166722,1541,107847,20.8,142.6,1.201923077,0,10,92,33403,33403,0.19689647088363194
293064120,"가락마을9,11단지",36.5105636,127.2296299,3,0.673303722,0.313677439,0.013018839,2255,195759,23.7,46.8,1.054852321,0,4,14,52232,52232,0.19190842534568875
293064141,고운동커뮤니티센터북측,36.5203767,127.2376669,2,0.211760238,0.77359989,0.0146398729,4004,195759,21.0,72.7,0.714285714,0,7,190,28962,28962,0.19168287609377144
293064413,고운동(만남로),36.500435,127.235985,1,0.254507338,0.729350105,0.0161425577,2218,195759,17.8,87.2,1.404494382,0,6,49,4770,4770,0.1905219628273126
293064473,"종촌초등학교(가락마을6, 7단지)",36.5034395,127.2408773,1,0.5370432,0.450708913,0.0122478866,5837,195759,36.0,75.1,0.694444444,1,10,44,15023,5873,0.17264236135161365
293064366,다정중학교(가온마을4단지),36.4937133,127.2477261,1,0.341720092,0.639046813,0.0192330954,7594,40431,27.1,58.7,0.36900369,0,15,259,8267,8267,0.1614201970693389
293064475,가락마을8단지.가재마을4단지,36.5076286,127.2416171,1,0.449126503,0.542621368,0.00825212887,5246,88689,20.7,101.5,1.207729469,1,8,18,11391,4453,0.15934469152873687
293064208,보람동(호려울마을),36.4757635,127.2817304,5,0.581057769,0.360147957,0.0587942744,5245,30530,30.9,167.8,0.809061489,0,7,13,64343,64343,0.15714009036728913
293064146,세종시보건소(대동초),36.5955999,127.2935516,2,0.786848228,0.193581497,0.0195702751,3642,309714,22.6,21.0,0.663716814,0,4,167,14614,14614,0.15322845985411315
293062017,문화체육관광부,36.49815,127.2644,3,0.537806293,0.436566623,0.0256270842,520,107847,28.7,77.1,0.871080139,0,13,290,27588,27588,0.1451396873087729
293064168,"새샘마을1,2단지",36.4807836,127.298936,2,0.813228819,0.174239125,0.0125320559,4676,9302,14.7,56.8,1.020408163,0,13,35,20667,20667,0.14370515132143075
293064100,"범지기3,9단지(청소년센터)",36.5189667,127.2449384,4,0.415671618,0.489210636,0.095117746,3906,151477,27.0,146.7,0.925925926,1,6,11,93379,36508,0.14284684547239393
293064059,범지기마을4단지,36.507833,127.2490874,1,0.139598341,0.846812923,0.0135887361,5539,151477,33.8,163.4,0.73964497,0,8,68,18324,18324,0.14254987409598757
293063001,가재마을5단지.가온마을6단지,36.49915,127.24736,2,0.350232992,0.635507922,0.0142590867,4693,88689,28.1,186.2,0.889679715,1,14,25,10730,4195,0.13454722152648654
293062021,공정거래위원회,36.50435,127.26735,5,0.499512251,0.467512098,0.0329756508,1389,107847,31.8,103.3,0.786163522,0,12,56,52281,52281,0.1253672665426409
293064252,대평동,36.472148,127.276445,4,0.603314162,0.272581036,0.124104802,3349,53839,25.9,261.5,0.579150579,1,15,329,45381,17742,0.12280139997462014
293064412,고운동(만남로),36.501134,127.236316,1,0.444261395,0.537067545,0.0186710599,2250,195759,20.4,41.5,1.225490196,0,6,65,3642,3642,0.12074790803624544
293064169,"새샘마을1,2단지",36.480853,127.299974,2,0.255852179,0.737232897,0.00691492377,5051,9302,16.1,49.8,0.931677019,0,13,37,17643,17643,0.11394491360075491
293064356,국민건강보험공단,36.5137042,127.2413334,1,0.367295308,0.618905244,0.013799448,3832,195759,42.4,29.7,0.589622642,0,9,277,4348,4348,0.11105985459964934
293064102,범지기마을10단지북측,36.5190968,127.2483697,4,0.37464017,0.567476752,0.0578830781,4255,151477,31.4,165.7,0.796178344,1,6,19,93447,36535,0.11090325520185887
293064091,가락초등학교,36.5156123,127.2337503,2,0.575829203,0.412886008,0.0112847884,3435,195759,28.7,17.7,0.871080139,0,7,52,13115,13115,0.09143192313699443
293064207,보람동(해들마을),36.4746524,127.2805,5,0.393255473,0.5630587,0.0436858274,4062,53839,37.0,213.8,0.405405405,0,8,169,72266,72266,0.09049341210377329
293064364,새샘마을6단지,36.4852332,127.3036516,3,0.574498645,0.390325203,0.0351761518,3927,9302,34.6,78.3,0.722543353,1,14,264,36900,14426,0.0884234150705726
293064400,반곡동(수루배마을),36.497338,127.310767,3,0.36372752,0.598201578,0.0380709018,4860,29318,30.1,92.1,0.830564784,1,10,192,30916,12087,0.07179626970054218
293064354,가락마을6단지,36.5024695,127.2384071,2,0.758362512,0.217313566,0.0243239216,4536,195759,31.5,50.2,0.476190476,0,8,62,26846,26846,0.07071544659384735
293064243,"법원.검찰청,경찰청",36.4869234,127.3019122,1,0.0364995602,0.954705365,0.00879507476,2275,9302,35.2,122.1,0.710227273,0,17,377,2274,2274,0.06754913811800645
293064145,다빛초등학교(가온마을3단지),36.4995152,127.2425474,3,0.680083032,0.29406373,0.0258532377,4771,88689,27.5,191.3,0.909090909,1,8,31,37094,14502,0.06097544041512656
293064090,고운고등학교,36.5089377,127.2342422,2,0.697367862,0.293872518,0.0087596207,3297,195759,32.7,19.6,0.764525994,0,6,46,23517,23517,0.060148080780492275
293064106,가락마을14단지,36.51301,127.2331115,2,0.564338167,0.417432378,0.018229455,1772,195759,28.1,42.5,0.889679715,0,7,15,27099,27099,0.056525818606186315
293062026,국무조정실(한뜰마을3단지),36.50383,127.27132,1,0.616433226,0.359635982,0.0239307917,1781,107847,27.7,153.5,0.902527076,0,10,92,26702,26702,0.055795203320422954
293064362,소담고등학교(새샘마을5단지),36.4815502,127.3045326,2,0.346011471,0.645608754,0.00837977464,1773,9302,15.4,81.1,1.298701299,0,10,25,24583,24583,0.055767862283321416
293064078,국책연구단지북측,36.4959817,127.3034244,5,0.469720057,0.488642807,0.0416371368,1229,29318,19.8,170.1,1.01010101,0,9,30,56440,56440,0.05145892887172763
293064056,범지기마을10단지,36.5185438,127.2524761,2,0.562343042,0.408564626,0.0290923323,2877,151477,24.9,91.8,0.803212851,0,7,32,30661,30661,0.04616817680726678
293064101,범지기마을10단지북측,36.5189898,127.2489006,4,0.621035876,0.339203224,0.0397609003,3715,151477,38.2,63.8,0.654450262,1,7,30,89837,35123,0.04580700226168639
293062003,어진중학교(가재마을9단지),36.4989327,127.2549113,8,0.539936572,0.358431962,0.101631465,2076,107847,36.1,190.9,0.692520776,1,9,72,122344,47833,0.043552772563069136
293064055,아름초등학교,36.5153587,127.2511516,2,0.696615507,0.292065023,0.0113194701,3591,151477,23.7,51.4,0.632911392,0,8,4,35249,35249,0.04058867168882027
293060003,한국개발연구원(KDI),36.48246,127.30716,3,0.515291607,0.391927454,0.0927809388,2023,9302,19.9,96.1,1.256281407,0,9,14,28120,28120,0.03875918334237585
293064147,세종시보건소(대동초),36.5955851,127.2953796,2,0.190030686,0.799640745,0.0103285682,1757,309714,21.2,127.7,0.70754717,0,2,190,13361,13361,0.03604220240158636
293064065,문화체육관광부(남측),36.4960299,127.2657345,1,0.52874885,0.443077277,0.028173873,0,107847,35.4,93.0,0.706214689,0,14,366,8696,8696,0.02723785728854454
293062027,공정거래위원회,36.504461,127.267198,5,0.526391365,0.450955635,0.0226530006,1389,107847,37.1,118.4,0.673854447,0,12,56,40392,40392,0.027092132820339173
293064092,가락초등학교,36.5156976,127.233616,2,0.364266219,0.615368465,0.020365316,3530,195759,33.7,19.8,0.741839763,0,7,52,9526,9526,0.027056349587544187
293064365,새샘마을6단지,36.4848875,127.3033124,3,0.431071831,0.528694798,0.0402333709,3977,9302,45.6,56.9,0.548245614,1,14,287,34623,13536,0.025975481643471576
293064107,가락마을14단지,36.5129521,127.2334076,2,0.487556916,0.494661642,0.0177814414,2464,195759,31.3,38.0,0.798722045,0,6,14,25476,25476,0.024506169635940905
293001050,신안1리입구,36.61353,127.29121,7,0.828109806,0.154536615,0.0173535792,593,309714,20.6,255.8,0.970873786,0,1,106,13369,13369,0.02248683971106174
293064358,새롬중학교(새뜸마을1단지),36.4804553,127.249332,1,0.248358765,0.740862314,0.0107789212,4924,61979,34.9,33.8,0.716332378,0,9,39,22544,22544,0.01672696434257125
293064089,고운고등학교,36.509267,127.2343639,2,0.401357795,0.5940354,0.00460680514,3073,195759,34.0,27.3,0.735294118,0,5,28,24746,24746,0.010854249527715014
293064394,보건복지부 고용노동부,36.5022146,127.2608383,1,0.1796875,0.756510417,0.0638020833,195,107847,35.3,234.1,0.566572238,0,23,82,1536,1536,0.009625366035831306
293064116,두루고등학교,36.5172342,127.2313602,2,0.639884393,0.343720441,0.0163951655,2675,195759,38.5,19.0,0.649350649,0,8,43,19030,19030,0.003904216881328623
293064209,보람동.대평동,36.4756055,127.2816359,4,0.603036998,0.375905366,0.0210576358,4828,30530,31.1,159.8,0.803858521,1,8,20,71518,27961,0.0011787055663760732
293001048,홍익대학교,36.62178,127.29072,8,0.138880873,0.799181511,0.0619376164,490,309714,40.4,130.4,0.742574257,0,1,47,38119,38119,0.0011471803273763875
293064401,반곡동(수루배마을),36.497847,127.312253,3,0.701032905,0.249184909,0.0497821858,3130,29318,28.0,90.6,0.892857143,1,9,186,36499,14270,-0.006770174610793642
293062002,어진중학교(가재마을9단지),36.4986553,127.2550362,7,0.368058308,0.567301894,0.0646397987,1732,107847,34.5,169.0,0.724637681,1,7,66,116074,45381,-0.01878537343807519
293064144,다빛초등학교(가재마을1단지),36.4997313,127.2424127,4,0.391272828,0.573031381,0.0356957918,4572,88689,32.4,245.5,0.771604938,1,8,32,28967,11325,-0.019630761034334927
293900014,세종연구단지,36.4960327,127.3053012,1,0.0743164062,0.920214844,0.00546875,1225,29318,19.8,197.1,1.262626263,1,9,32,30720,12010,-0.0359273914653521
293064051,세종충남대병원,36.5186505,127.2570215,4,0.504846492,0.431658055,0.0634954524,1529,62262,23.4,273.0,1.068376068,1,6,72,70257,27468,-0.04012821110561672
293051005,가람동(이마트앞),36.47061,127.2518,2,0.489097786,0.462064746,0.048837468,3224,61979,25.0,193.2,1.2,0,2,37,17978,17978,-0.046048902937361705
293064476,아름제2중(가락마을20단지),36.5166984,127.2418662,1,0.624260355,0.357209592,0.0185300529,3157,151477,44.6,43.3,0.560538117,1,12,12,12844,5021,-0.05024613164842297
293064221,세종고속시외버스터미널(지하),36.4706404,127.273189,5,0.350289049,0.450834729,0.198876222,1184,53839,45.8,318.0,0.655021834,1,11,40,111054,43418,-0.07510884211040031
293064115,두루고등학교,36.5173734,127.2311308,2,0.205412527,0.775649119,0.0189383543,1760,195759,44.1,28.2,0.566893424,0,8,44,18217,18217,-0.08032221943644012
293001049,신안1리입구,36.61372,127.29104,7,0.234136459,0.757976992,0.00788654945,568,309714,28.5,267.0,0.701754386,0,1,107,13821,13821,-0.08808034859070653
293051006,가람동(이마트앞),36.47062,127.25208,2,0.365420696,0.537884255,0.0966950498,2790,61979,25.1,167.2,1.195219124,0,2,37,13858,13858,-0.08819887532232584
293064058,도램마을1단지,36.5078138,127.2572564,2,0.653795907,0.276418929,0.0697851648,2170,107847,41.9,117.9,0.596658711,0,8,87,27556,27556,-0.09441313228349964
293064261,국책연구단지,36.492195,127.304331,3,0.505034336,0.481998579,0.012967085,328,29318,28.7,114.3,0.871080139,1,8,121,105575,41276,-0.09619400876065957
293064178,다정동(장기로),36.4998106,127.2345693,2,0.339373544,0.633445509,0.0271809475,1422,195759,29.3,164.7,0.853242321,0,5,55,3863,3863,-0.10242937041780224
293064206,보람동.대평동,36.4749413,127.2807336,4,0.395467826,0.568414699,0.0361174744,4322,53839,37.0,213.8,0.405405405,1,8,114,72901,28502,-0.11310532362332627
293064122,으뜸초등학교,36.5070383,127.231468,2,0.105897612,0.88471809,0.00938429847,1789,195759,43.7,26.0,0.57208238,0,4,196,13107,13107,-0.11362012312174295
293064255,국책연구단지,36.4913263,127.304,3,0.394940414,0.594832393,0.0102271935,1750,29318,45.4,96.4,0.550660793,1,8,143,114792,44880,-0.12988112866604037
293062018,문화체육관광부,36.49931,127.26472,3,0.227441903,0.757670661,0.0148874365,649,107847,34.1,90.6,0.73313783,0,10,16,22032,22032,-0.12997415839930004
293056008,양지중학교,36.50843,127.26785,1,0.543209877,0.441890166,0.0148999574,3249,62262,27.0,62.5,0.925925926,0,6,16,4698,4698,-0.13725108341799538
293064121,으뜸초등학교,36.5071605,127.2317021,2,0.452356202,0.524081774,0.0235620236,1985,195759,46.9,67.0,0.533049041,0,4,209,5772,5772,-0.14529152680534235
293900034,대전세종연구원,36.4894396,127.3023454,1,0.788043478,0.0543478261,0.157608696,1667,9302,48.4,110.4,0.516528926,0,16,217,1472,1472,-0.14782288753723893
293056007,"도램마을14,15단지",36.51233,127.2668,1,0.303400529,0.688250865,0.00834860517,3699,62262,35.8,33.0,0.698324022,0,8,29,4911,4911,-0.15694924484374742
293064363,소담고등학교(새샘마을1단지),36.4815428,127.3027743,2,0.823805596,0.162172451,0.0140219529,4066,9302,25.4,40.8,0.590551181,0,7,20,31522,31522,-0.15956197020103624
293056010,"도램마을16,19단지",36.51532,127.2659733,1,0.692888051,0.282813714,0.0242982359,3601,62262,35.2,36.1,0.710227273,0,7,27,9013,9013,-0.16241420431503012
293900013,세종연구단지,36.4962997,127.3055641,1,0.883812257,0.091152815,0.0250349281,1225,29318,25.9,186.4,0.965250965,1,9,36,26483,10354,-0.16463712579733772
293064419,집현동,36.497917,127.321985,3,0.576357965,0.39575691,0.0278851247,187,29318,25.5,68.1,0.980392157,1,6,0,101954,39861,-0.16765875696746196
293057002,한국조세재정연구원,36.49285,127.30063,5,0.462450593,0.474118273,0.0634311341,1359,29318,24.1,79.1,0.829875519,0,6,116,26312,26312,-0.17228952746897253
293064372,다정고등학교(가온마을1단지),36.4929776,127.2430447,1,0.637485429,0.35339041,0.00912416094,4648,40431,25.3,130.9,0.395256917,0,8,20,24879,24879,-0.1788129954263287
