정류장ID,정류장명,위도,경도
293017002,송학2리(언고개),36.54252,127.18796
293017004,송학2리(하나로마트),36.53849,127.19066
293017005,송학2리(하나로마트),36.53804,127.19126
293017007,은용리,36.48912,127.19574
293017010,송문리입구,36.51462,127.19736
293017011,평기리마을회관,36.51018,127.19748
293017012,하봉교차로,36.48961,127.1977
293017013,송문리입구,36.5148,127.19775
293017014,평기리마을회관,36.51012,127.19785
293017015,하봉교차로,36.48959,127.19782
293017016,평기리(아랫말),36.50652,127.19951
293017017,평기리(아랫말),36.50672,127.19963
293017018,장기중학교,36.49386,127.20217
293017020,장기중학교,36.49398,127.20235
293017021,용현리,36.54304,127.20454
293017022,용현리,36.54313,127.20479
293017023,장군면사무소,36.49684,127.20511
293017024,장군면사무소,36.49714,127.20531
293017025,평촌입구,36.54709,127.20582
293017026,평촌입구,36.54716,127.20595
293017027,대교1리(밤실입구),36.50224,127.20701
293017028,대교1리(밤실입구),36.50234,127.20716
293017029,장기초등학교,36.49667,127.20729
293017030,금암리노인정,36.43813,127.2084
293017031,용암1리마을회관,36.54893,127.20846
293017032,금암리노인정,36.43827,127.2085
293017033,용암1리마을회관,36.54878,127.20851
293017034,금암리(웅대원룸),36.44168,127.20892
293017037,금암리(정보마을영조아파트),36.44864,127.2104
293017038,금암리(정보마을영조아파트),36.44884,127.21055
293017039,대교리,36.50069,127.21053
293017040,금암리(그린원룸),36.45103,127.21064
293017041,금암리(어반스테이),36.44591,127.21077
293017042,금암리(솔정자),36.4553,127.21109
293017043,대교리,36.50109,127.21121
293017045,한국영상대학교,36.46158,127.21124
293017046,금암리(사기정골),36.45775,127.21181
293017047,용암2리마을회관,36.56224,127.21266
293017049,봉안리(부일가든),36.50061,127.21556
293017050,용암2리입구,36.5519867,127.2154951
293017051,은용1리,36.49328,127.21577
293017052,용암2리입구,36.5522218,127.2158015
293017053,은용1리,36.49338,127.21585
293017054,봉안리(부일가든),36.50016,127.21592
293017055,금암삼거리,36.43837,127.21848
293017056,금암삼거리,36.4382,127.2185
293017057,산학리,36.49191,127.22186
293017058,산학리,36.49187,127.22221
293017062,영평사입구,36.47582,127.23838
293017063,영평사입구,36.47564,127.23857
293017064,봉안리,36.4990546,127.2213088
293017065,송문리,36.51757353,127.1937051
293017066,송문리,36.51766839,127.1936835
293017067,송문리(원송정),36.513646,127.190932
293017068,송문리(원송정),36.513728,127.190959
293017070,용현리(효도마을),36.54025333,127.202295
293017071,용현리(효도마을),36.5403123,127.2022621
293018001,베어트리파크,36.67207,127.21071
293018002,베어트리파크,36.67203,127.21089
293018003,흥진레미콘,36.65236,127.21365
293018004,송성1리입구,36.6495494,127.2134708
293018005,송성1리입구,36.6496282,127.2136204
293018006,흥진레미콘,36.65265,127.21388
293018007,송성2리입구,36.66242,127.21428
293018008,송성2리입구,36.66261,127.21437
293018009,송성1리,36.645085,127.217546
293018012,송성3리(솔티),36.63605,127.2174
293018013,미곡리,36.66429,127.21949
293018014,미곡리,36.66418,127.21964
293018015,개미고개,36.65799,127.22055
293018016,개미고개,36.65797,127.22078
293018017,청람리(동막골),36.64433,127.23168
293018018,청람리입구,36.66142,127.23228
293018019,청람리입구,36.6615,127.23251
293018020,송정리,36.62505,127.2325
293018021,청람리,36.65165,127.23274
293018022,청람리,36.65163,127.23286
293018023,청람1리마을회관,36.65495,127.23318
293018024,청람1리마을회관,36.65476,127.23347
293018025,송정2리(구리골),36.62602,127.23617
293018026,송정2리(구리골),36.62618,127.23619
293018027,송정리(행골),36.6274,127.24115
293018028,송정리(행골),36.62748,127.24134
293018029,송정1리(상소골),36.62739,127.24411
293018030,송정1리(상소골),36.62752,127.24412
293018031,아람달동림권역체험관,36.6656,127.24464
293018032,아람달동림권역체험관,36.66548,127.2448
293018033,송정1리,36.6278,127.24617
293018034,송정1리,36.62792,127.24628
293018035,송정1리(권고조경),36.62849,127.25058
293018036,송정1리(권고조경),36.62871,127.25064
293018037,청송산업단지입구,36.6638,127.25523
293018038,청송산업단지입구,36.66366,127.25556
293018039,석곡리,36.6587466,127.2560505
293018040,송곡2리(능골),36.62956,127.25671
293018041,석곡리,36.6591135,127.2569277
293018042,송곡2리(능골),36.62967,127.25687
293018043,청송리,36.66176,127.25721
293018044,보덕2리마을회관,36.64401,127.25738
293018045,청송리,36.66181,127.25736
293018046,석곡리입구,36.65908,127.25977
293018047,석곡리입구,36.65926,127.25977
293018048,송곡2리,36.63014,127.26023
293018049,송곡2리,36.63007,127.26045
293018050,봉대리(평말),36.68073,127.26314
293018051,봉대리(평말),36.68098,127.26305
293018052,전동 복컴·면사무소·초등학교,36.65549,127.26387
293018053,전동 복컴·면사무소·초등학교,36.65526,127.26404
293018054,봉대리,36.68337,127.26512
293018055,봉대리,36.68345,127.26529
293018056,전동역,36.65419,127.26593
293018057,송곡1리,36.6306,127.26601
293018058,송곡1리,36.63073,127.26613
293018059,전동삼거리,36.65346,127.26687
293018060,전동삼거리,36.65378,127.2669
293018061,전동삼거리,36.65356,127.26695
293018062,전동삼거리,36.65369,127.26701
293018063,송곡1리(예비군훈련장),36.62553,127.26835
293018064,송곡1리(예비군훈련장),36.62545,127.26847
293018065,송곡보건진료소,36.63065,127.26908
293018066,송곡보건진료소,36.63079,127.26911
293018067,노장농공단지,36.66071,127.27012
293018068,노장농공단지,36.6609,127.27033
293018069,조치원낚시터,36.67308,127.2706
293018070,조치원낚시터,36.67291,127.27078
293018071,심중2리입구,36.64988,127.27101
293018072,심중2리입구,36.64999,127.27104
293018073,세종시공원묘원,36.69282,127.27229
293018074,세종시공원묘원,36.69279,127.27243
293018075,노장3리,36.66938,127.2725
293018076,노장2리,36.66327,127.27263
293018077,노장2리,36.66316,127.27271
293018078,노장3리,36.66932,127.2727
293018079,보덕1리,36.6326,127.27317
293018080,보덕1리,36.63252,127.2733
293018081,심중1리,36.64451,127.27593
293018082,심중1리,36.64456,127.27603
293018083,심중2리입구,36.65736,127.2811
293018084,심중2리입구,36.6575,127.28108
293018085,심중2리,36.66544,127.29221
293018086,심중2리,36.66531,127.29224
293018087,심중리시민스포츠센터,36.6704,127.29874
293019001,KCC앞,36.70852,127.15296
293019003,유천리(어천),36.68803,127.16612
293019004,유천리(어천),36.6879,127.16612
293019005,유천리,36.6862,127.16905
293019006,유천리,36.68628,127.16919
293019007,금사리,36.60927,127.17268
293019008,금사리,36.60976,127.17305
293019009,달전1리,36.63113,127.17432
293019010,다방2리마을회관,36.59749,127.17442
293019011,달전1리,36.63112,127.1745
293019012,달전2리입구,36.62698,127.17504
293019013,달전2리입구,36.62677,127.17521
293019015,달전2리입구,36.62685,127.17534
293019018,세종미래산업단지,36.63987,127.17637
293019019,세종미래산업단지,36.63972,127.17649
293019020,양곡리,36.64323,127.17697
293019021,양곡리,36.64316,127.1771
293019022,유천2리,36.68292,127.17727
293019023,유천2리,36.68278,127.17728
293019024,달전리(태호농장),36.61601,127.17733
293019025,달전리(태호농장),36.61607,127.17748
293019026,민석아파트입구,36.6811,127.18134
293019027,민석아파트입구,36.68099,127.18197
293019028,신방1리(신암골),36.65099,127.18462
293019029,신방1리(신암골),36.651,127.18479
293019030,비암사입구,36.60406,127.1863
293019031,비암사입구,36.60409,127.18662
293019032,대전카톨릭대입구,36.65524,127.18733
293019033,대전카톨릭대입구,36.65494,127.18734
293019034,서정2리마을회관,36.69661,127.18893
293019035,서정2리마을회관,36.69659,127.18911
293019036,영당리(영성들),36.66042,127.18919
293019039,영당리(영성들),36.66047,127.18938
293019040,다방1리마을회관,36.60319,127.18944
293019041,서정2리,36.70042,127.18963
293019042,서정2리,36.70041,127.18994
293019043,부거실(아랫마을),36.62586,127.19001
293019044,부거실(아랫마을),36.62598,127.19015
293019045,신흥리,36.66348,127.19092
293019046,신흥리,36.66359,127.19113
293019047,덕고개,36.68046,127.19186
293019048,서정1리마을회관,36.68798,127.19183
293019049,덕고개,36.6803,127.19145
293019050,서정1리마을회관,36.68799,127.19201
293019051,전의산연수원,36.70287,127.19218
293019052,전의산연수원,36.70249,127.19243
293019053,한국콜마,36.68087,127.19338
293019054,한국콜마,36.68079,127.19353
293019055,신흥리(사사),36.66931,127.19429
293019056,원성2리,36.67112,127.19515
293019057,원성2리,36.67103,127.19527
293019058,전의중학교,36.68047,127.19682
293019059,전의중학교,36.68024,127.19736
293019060,부거실(윗마을),36.62444,127.19807
293019061,관정1리,36.69898,127.19813
293019062,관정1리,36.69905,127.19826
293019063,원성리(죽근마을),36.67609,127.19916
293019064,원성리(죽근마을),36.67622,127.19936
293019065,전의역,36.67939,127.20358
293019066,전의역,36.67953,127.2036
293019069,성호아파트,36.68191,127.20441
293019070,성호아파트,36.68196,127.20455
293019071,갈정교,36.68911,127.20517
293019072,갈정교,36.68899,127.2053
293019073,대추리,36.6932,127.2057
293019074,신방2리마을회관,36.676,127.20598
293019075,신방2리마을회관,36.67611,127.2063
293019076,재동아파트,36.6794,127.2066
293019077,재동아파트,36.67954,127.20667
293019078,사관정,36.69888,127.21024
293019079,전의산업단지,36.70105,127.21057
293019080,상대부(쌍태울),36.71258,127.21146
293019083,신정1리,36.69158,127.21464
293019084,동교리,36.67077,127.21704
293019085,동교리,36.67078,127.21719
293019086,신정2리,36.69472,127.21988
293019088,종성골,36.69603,127.22178
293019089,하노곡,36.70131,127.22721
293019090,하노곡,36.7014451,127.2271649
293019091,노곡리종점,36.70046,127.23454
293019092,노곡리,36.70061,127.23461
293019094,대추리,36.69343329,127.2057917
293019095,사관정,36.69893829,127.2101017
293051003,열병합발전소,36.46513,127.246
293051004,열병합발전소,36.4654,127.24613
293051005,가람동(이마트앞),36.47061,127.2518
293051006,가람동(이마트앞),36.47062,127.25208
293052001,은하수공원,36.53181,127.244421
293052002,은하수공원,36.532563,127.243964
293053001,다정동(대성고등학교),36.4938489,127.2565765
293053003,"새롬동,나성동(청소년센터)",36.4877395,127.2571293
293053004,새롬동.나성동,36.48771,127.25729
293053005,"새롬동,나성동(청소년센터)",36.48685,127.25785
293053006,새롬동.나성동,36.4868848,127.2579693
293053007,첫마을1단지,36.48385,127.2592
293053008,한솔동(첫마을),36.4811358,127.2615539
293053009,한솔동,36.4810822,127.2617829
293053010,한솔동(첫마을),36.4812897,127.2618716
293053011,한솔동,36.48034,127.26243
293054001,다정동(대성고등학교),36.4938571,127.2561857
293054003,다정동,36.4939251,127.2563976
293055001,세종고속시외버스터미널(지상),36.469265,127.2738136
293055002,세종고속시외버스터미널(지상),36.4693014,127.2740033
293055058,세종고속시외버스터미널,36.4689905,127.2735878
293055059,세종고속시외버스터미널,36.46881,127.2735046
293055069,도램마을20단지,36.517445,127.264615
293056001,도담동(도램마을),36.5149714,127.2587943
293056002,도담동,36.51483,127.25896
293056003,도담동,36.5140662,127.259188
293056004,도담동(도램마을),36.514017,127.2593948
293056005,성금교차로(도램마을9단지),36.5091666,127.2615149
293056007,"도램마을14,15단지",36.51233,127.2668
293056008,양지중학교,36.50843,127.26785
293056010,"도램마을16,19단지",36.51532,127.2659733
293056011,"도램마을16,19단지",36.51484,127.2660717
293056035,"가재마을7,12단지",36.50648333,127.2496233
293057001,한국조세재정연구원,36.49277,127.30037
293057002,한국조세재정연구원,36.49285,127.30063
293057003,장재리(태련암입구),36.480076,127.312459
293057004,장재리(태련암입구),36.480213,127.312432
293057005,장재리(길재고개),36.48083,127.31665
293057006,장재리(길재고개),36.48096,127.31679
293058001,금남초등학교,36.47133,127.28601
293058002,금남초등학교,36.47197,127.28629
293058003,신촌리,36.47344,127.28809
293058004,신촌리,36.47375,127.28835
293058005,호탄리,36.47643,127.29645
293058006,호탄리,36.47625,127.29646
293058007,"장영실고등학교,호탄리(안터)",36.47765,127.29841
293058008,"장영실고등학교,호탄리(안터)",36.47755,127.29868
293060001,장재리,36.4787,127.30443
293060002,장재리,36.47855,127.30451
293060003,한국개발연구원(KDI),36.48246,127.30716
293060004,한국개발연구원(KDI),36.4825782,127.3074549
293060005,장재1리,36.479397,127.308355
293061002,아름동커뮤니티센터,36.51182,127.24733
293061003,아름동커뮤니티센터,36.51163,127.24741
293061004,범지기마을4단지,36.5083875,127.2499679
293061005,"범지기마을6,11단지",36.51045,127.2498
293061006,아름초등학교,36.5147,127.25062
293061007,범지기마을10단지,36.51879,127.25226
293062002,어진중학교(가재마을9단지),36.4986553,127.2550362
293062003,어진중학교(가재마을9단지),36.4989327,127.2549113
293062004,다정동,36.49491,127.25649
293062005,정부세종청사남측,36.5008322,127.2593406
293062006,정부세종청사남측,36.5008869,127.2596196
293062007,정부세종청사남측,36.50173,127.25991
293062008,정부세종청사남측,36.5016046,127.2601032
293062009,과기정통부(중기부),36.49753,127.26038
293062010,과기정통부(중기부),36.49776,127.2605
293062011,정부세종청사북측,36.504176,127.2611617
293062012,정부세종청사북측,36.5048938,127.2616877
293062013,정부세종청사북측,36.5051501,127.261382
293062014,정부세종청사북측,36.5050692,127.2615051
293062015,성금교차로(세종포스트빌딩),36.5079451,127.2615354
293062016,도램마을9단지,36.5084834,127.2624829
293062017,문화체육관광부,36.49815,127.2644
293062018,문화체육관광부,36.49931,127.26472
293062019,정부세종청사 중앙동,36.50222,127.26608
293062020,정부세종청사 중앙동,36.50168,127.26609
293062021,공정거래위원회,36.50435,127.26735
293062024,"양지중학교(한뜰마을1,2단지)",36.50712,127.26767
293062025,국무조정실(한뜰마을3단지),36.50408,127.27115
293062026,국무조정실(한뜰마을3단지),36.50383,127.27132
293062027,공정거래위원회,36.504461,127.267198
293063001,가재마을5단지.가온마을6단지,36.49915,127.24736
293063002,가재마을5단지.가온마을6단지,36.4994482,127.2466099
293064001,첫마을5단지,36.47762,127.24973
293064002,첫마을5단지,36.4777,127.25004
293064003,첫마을4단지,36.48019,127.2516
293064004,첫마을4단지,36.47998,127.25203
293064005,첫마을6단지,36.47542,127.25308
293064006,첫마을6단지,36.47503,127.25326
293064007,한솔중학교(첫마을7단지),36.47538,127.25558
293064008,한솔중학교(첫마을7단지),36.47491,127.2557
293064009,첫마을1단지,36.48334,127.25863
293064010,첫마을3단지,36.47821,127.26117
293064011,첫마을3단지,36.478,127.26135
293064012,봉안리(다름고개),36.4992393,127.2290775
293064013,은하수공원,36.5325085,127.2453325
293064014,문주리,36.5469422,127.310502
293064017,조치원역,36.6013323,127.2970784
293064019,조치원전통시장북측,36.6014294,127.3000769
293064020,대평리원형교차로,36.4600198,127.2805189
293064021,대평리원형교차로,36.4600021,127.2807254
293064023,정부세종청사스포츠센터,36.5063018,127.2584839
293064024,정부세종청사스포츠센터,36.5063112,127.2586961
293064025,"가재마을9, 10단지",36.5018101,127.2525964
293064026,종촌종합복지센터,36.5022184,127.2474138
293064027,"종촌초등학교(가재마을1,2단지)",36.5020819,127.2425959
293064028,고운중학교,36.5068832,127.2367283
293064029,고운중학교,36.5060786,127.2377584
293064030,"종촌초등학교(가재마을1,2단지)",36.5018836,127.2425854
293064031,종촌종합복지센터,36.5019154,127.246929
293064032,"가재마을9, 10단지",36.5015892,127.2525636
293064033,신흥사거리,36.5944736,127.2912907
293064034,신흥사거리,36.5944686,127.2909665
293064035,효성세종병원,36.5972495,127.2987069
293064036,용암리,36.601508,127.2278203
293064037,용암리,36.6015212,127.2276693
293064038,쌍류리입구,36.5966178,127.2183175
293064039,쌍류리입구,36.5968888,127.2185402
293064040,봉암3리,36.5561346,127.2726712
293064041,봉암3리,36.5557656,127.2729852
293064042,눌왕리(새터말),36.5454681,127.2625687
293064043,눌왕리(새터말),36.5453054,127.2623793
293064044,쌍전리,36.5751655,127.2727272
293064051,세종충남대병원,36.5186505,127.2570215
293064052,세종충남대병원,36.5187208,127.2561613
293064054,"범지기마을8,12단지",36.5125038,127.2504125
293064055,아름초등학교,36.5153587,127.2511516
293064056,범지기마을10단지,36.5185438,127.2524761
293064058,도램마을1단지,36.5078138,127.2572564
293064059,범지기마을4단지,36.507833,127.2490874
293064060,가락마을8단지,36.5089327,127.2405854
293064061,"종촌고(가재마을3,4단지)",36.5050718,127.2436524
293064062,문화체육관광부,36.4966718,127.2666425
293064063,국립세종도서관정문,36.4991217,127.2678021
293064064,국립세종도서관,36.5001938,127.2674639
293064065,문화체육관광부(남측),36.4960299,127.2657345
293064068,가재마을7단지,36.5051417,127.2489733
293064069,"종촌고(가재마을3,4단지)",36.5052447,127.2443833
293064070,가락마을8단지,36.5087662,127.2407144
293064071,가재마을12단지,36.5073176,127.2505017
293064072,도램마을1단지,36.5075751,127.2573298
293064073,"도램마을14,15단지",36.5108082,127.2669854
293064074,세종기숙학원,36.5568692,127.2522366
293064075,달전리,36.633804,127.1755319
293064076,달전리,36.6336684,127.1754206
293064077,국책연구단지북측,36.4955579,127.3033473
293064078,국책연구단지북측,36.4959817,127.3034244
293064079,"시청,시의회,교육청,세무서",36.478188,127.288035
293064080,"시청,시의회,교육청,세무서",36.478828,127.288963
293064083,번암아파트후문,36.5876866,127.2920412
293064084,세무서 출장민원실,36.6059319,127.2939937
293064085,성덕교차로,36.4606374,127.2776489
293064086,성덕교차로,36.4607591,127.2776151
293064087,부용농공단지,36.4922149,127.3624753
293064088,부용농공단지,36.4923814,127.3622573
293064089,고운고등학교,36.509267,127.2343639
293064090,고운고등학교,36.5089377,127.2342422
293064091,가락초등학교,36.5156123,127.2337503
293064092,가락초등학교,36.5156976,127.233616
293064093,두루중학교,36.5173305,127.2381952
293064094,두루중학교,36.5174909,127.2373346
293064095,"두루초,중학교",36.5191814,127.2394622
293064096,"두루초,중학교",36.5187165,127.2391789
293064097,가락마을22단지,36.5200447,127.2405762
293064098,가락마을22단지,36.5201811,127.2411119
293064099,"범지기3,9단지(청소년센터)",36.518782,127.2444672
293064100,"범지기3,9단지(청소년센터)",36.5189667,127.2449384
293064101,범지기마을10단지북측,36.5189898,127.2489006
293064102,범지기마을10단지북측,36.5190968,127.2483697
293064106,가락마을14단지,36.51301,127.2331115
293064107,가락마을14단지,36.5129521,127.2334076
293064108,도램마을20단지,36.5174087,127.2649161
293064109,"도램마을8,10단지",36.5119283,127.2595385
293064110,"도램마을8,10단지",36.5121473,127.2599592
293064113,"가락마을17,18단지",36.5197921,127.2346313
293064114,"가락마을17,18단지",36.5195051,127.2347603
293064115,두루고등학교,36.5173734,127.2311308
293064116,두루고등학교,36.5172342,127.2313602
293064117,"가락마을10,13단지",36.5134794,127.2293797
293064118,"가락마을10,13단지",36.513498,127.2296588
293064119,"가락마을9,11단지",36.5106813,127.229892
293064120,"가락마을9,11단지",36.5105636,127.2296299
293064121,으뜸초등학교,36.5071605,127.2317021
293064122,으뜸초등학교,36.5070383,127.231468
293064123,고운동커뮤니티센터남측,36.5042791,127.2352687
293064124,고운동커뮤니티센터남측,36.5043276,127.2347772
293064125,가재마을7단지,36.5049528,127.248745
293064130,봉암리,36.4164076,127.2771281
293064131,봉암리,36.4164799,127.2772171
293064132,송곡2리,36.4126903,127.2684388
293064133,송곡2리,36.4126093,127.2685171
293064138,"가재마을5,8단지",36.5004747,127.2498627
293064139,"가재마을5,8단지",36.5009207,127.2497831
293064140,고운동커뮤니티센터북측,36.5200871,127.2377731
293064141,고운동커뮤니티센터북측,36.5203767,127.2376669
293064142,대법원등기정보센터,36.5121017,127.2423505
293064143,다정동(장기로),36.4999845,127.2345564
293064144,다빛초등학교(가재마을1단지),36.4997313,127.2424127
293064145,다빛초등학교(가온마을3단지),36.4995152,127.2425474
293064146,세종시보건소(대동초),36.5955999,127.2935516
293064147,세종시보건소(대동초),36.5955851,127.2953796
293064148,범지기마을1단지,36.5089857,127.242171
293064149,범지기마을1단지,36.5087261,127.2430206
293064150,대법원등기정보센터,36.5118935,127.2423344
293064151,가재마을11단지,36.5043789,127.2501706
293064152,조치원전통시장북측,36.6015602,127.2996293
293064153,복지회관,36.5271885,127.3698136
293064154,가톨릭꽃동네대학교,36.5243046,127.3986812
293064156,은하수공원,36.5326753,127.2453565
293064158,"가락마을7,8단지",36.5055858,127.2395189
293064161,성강리,36.4223668,127.2507526
293064162,금천2리마을회관,36.4383112,127.3199267
293064164,"세종우체국(남부서,보람초)",36.4802554,127.2931435
293064165,"세종우체국(남부서,보람초)",36.4805387,127.2927688
293064166,"호려울마을8,9단지",36.4796473,127.2960085
293064167,"호려울마을8,9단지",36.4797747,127.296745
293064168,"새샘마을1,2단지",36.4807836,127.298936
293064169,"새샘마을1,2단지",36.480853,127.299974
293064170,방공학교,36.5518391,127.2780081
293064171,예양2리,36.5809703,127.3172654
293064172,노송1리,36.5668063,127.3304159
293064173,장군면복지회관,36.4991636,127.2080709
293064174,장군면복지회관,36.4990494,127.2081953
293064175,평기리,36.5230569,127.1992142
293064176,평기리,36.5230746,127.1990689
293064178,다정동(장기로),36.4998106,127.2345693
293064181,도남삼거리,36.4413461,127.2242355
293064182,도남삼거리,36.4412701,127.2245036
293064183,방축골,36.5945295,127.2773157
293064184,신대2리(의넘어),36.5891565,127.2395123
293064185,신대2리(의넘어),36.589008,127.2396078
293064186,신대1리마을회관,36.581362,127.2516833
293064187,쌍전리(창현),36.5800984,127.2808446
293064188,삼일아파트,36.5950425,127.2970189
293064189,성제삼거리,36.5888707,127.2646493
293064191,상교동입구,36.6782443,127.2091842
293064192,상교동입구,36.6783788,127.2089207
293064193,세종장례식장,36.5713742,127.2821434
293064194,성강리입구,36.4074242,127.2521543
293064195,성강리입구,36.4073699,127.2520597
293064196,보통1리마을회관,36.5447598,127.2901082
293064197,신동,36.4752476,127.3699229
293064198,응암3리,36.5479716,127.3532034
293064199,행산1리,36.5525825,127.3725366
293064200,생천경로당,36.6055624,127.2171389
293064203,"고운뜰공원,대법원등기정보센터",36.5114233,127.2412918
293064204,"고운뜰공원,대법원등기정보센터",36.511388,127.241627
293064205,"가락마을7,8단지",36.5051871,127.240274
293064206,보람동.대평동,36.4749413,127.2807336
293064207,보람동(해들마을),36.4746524,127.2805
293064208,보람동(호려울마을),36.4757635,127.2817304
293064209,보람동.대평동,36.4756055,127.2816359
293064210,"시청,시의회,교육청,세무서",36.478356,127.288188
293064211,"시청,시의회,교육청,세무서",36.478674,127.288769
293064212,글벗중학교(새샘마을9단지),36.4906457,127.2986202
293064213,글벗중학교(새샘마을9단지),36.4898882,127.2984603
293064214,소담동 새샘마을,36.4824576,127.2972683
293064215,소담동(새샘마을),36.4823772,127.2977039
293064216,소담동 새샘마을,36.4826387,127.2977367
293064217,소담동(새샘마을),36.4827102,127.2973234
293064220,세종고속시외버스터미널(지하),36.4708162,127.2731717
293064221,세종고속시외버스터미널(지하),36.4706404,127.273189
293064222,국립세종도서관,36.5003888,127.2675805
293064225,삼성전기,36.5396464,127.3361428
293064226,삼성전기,36.5395019,127.3359476
293064227,리봄화장품,36.5451653,127.3308576
293064228,리봄화장품,36.5450657,127.3305114
293064229,명학산업단지입구,36.5492451,127.3280218
293064230,명학산업단지입구,36.5491094,127.3277093
293064231,대평동(해들마을),36.4723006,127.2763096
293064232,대평동(해들마을),36.4719176,127.2763944
293064233,"가락마을20,21단지",36.5175074,127.2407913
293064234,"가락마을20,21단지",36.5172956,127.240792
293064236,대곡리,36.7298387,127.1667903
293064237,"가온마을4,7단지",36.4912295,127.2498109
293064238,"새뜸마을7,10단지",36.4898819,127.2499045
293064239,새롬동커뮤니티센터,36.4858496,127.2508553
293064240,새롬동커뮤니티센터,36.4851331,127.2509413
293064241,"새뜸마을5,8단지",36.4825015,127.2535174
293064242,"새뜸마을5,8단지",36.4823928,127.2532777
293064243,"법원.검찰청,경찰청",36.4869234,127.3019122
293064245,국책연구단지남측,36.4910378,127.3040175
293064246,국책연구단지남측,36.492314,127.3043101
293064249,봉암리,36.5618193,127.2851819
293064250,봉암리,36.5614165,127.2842946
293064251,대평동,36.472267,127.276406
293064252,대평동,36.472148,127.276445
293064253,"법원.검찰청,경찰청",36.487095,127.301744
293064254,"법원.검찰청,경찰청",36.486842,127.301429
293064255,국책연구단지,36.4913263,127.304
293064257,반곡동(수루배마을),36.497739,127.312279
293064258,반곡동(수루배마을),36.497535,127.310959
293064259,조치원버스터미널,36.6018992,127.3028932
293064260,조치원버스터미널,36.6018765,127.3027591
293064261,국책연구단지,36.492195,127.304331
293064262,"가온마을6,9단지",36.498607,127.24896
293064263,다정동커뮤니티센터,36.495506,127.249035
293064264,다정동커뮤니티센터,36.494341,127.248799
293064267,감성리,36.440161,127.288359
293064268,과학기술정보통신부,36.496085,127.2630356
293064269,과학기술정보통신부,36.4959777,127.2634881
293064270,장기초등학교,36.4968405,127.2073985
293064271,박산리(작약골),36.4770044,127.3519196
293064272,장재1리,36.479548,127.308328
293064273,연기2리마을회관,36.5423242,127.2802675
293064274,번암리,36.588329,127.2986104
293064275,황용리,36.481345,127.323838
293064276,노송2리,36.57114,127.3261292
293064277,응암2리,36.5572604,127.3416481
293064278,응암3리,36.5479444,127.3530917
293064279,노송1리,36.5668778,127.3305923
293064280,부강면생활체육관,36.5266749,127.374268
293064281,송용1리마을회관,36.5641491,127.3263516
293064282,송용1리마을회관,36.5642304,127.3264129
293064283,송용리,36.5616519,127.3232337
293064284,송용리,36.5617961,127.3232222
293064285,응암1리마을회관,36.5428916,127.3426439
293064286,응암리(영모재),36.5422497,127.3447065
293064287,응암리(가마골),36.5411841,127.3467866
293064288,응암리(우리종묘),36.539663,127.3451417
293064289,응암리(영모재),36.5423399,127.3447566
293064290,응암리(우리종묘),36.5395955,127.3452983
293064291,명학2리(용당),36.5202645,127.3539706
293064292,문주리입구,36.5481921,127.3112811
293064293,문주리입구,36.5482424,127.3111782
293064294,예양2리,36.580917,127.3165926
293064295,예양2리,36.5808035,127.3166622
293064296,예양리(강촌입구),36.5804101,127.3123797
293064297,노송리,36.5626625,127.3358785
293064298,부강산업단지입구,36.500533,127.3622629
293064299,노송리,36.5627078,127.3360404
293064300,부강산업단지입구,36.5008976,127.3618379
293064301,부강산업단지,36.4983679,127.3649243
293064304,갈산1리,36.5436985,127.3646969
293064306,국립세종도서관정문,36.4991764,127.26764
293064307,"가온마을6,9단지",36.4986116,127.2491786
293064308,"새뜸마을5,6단지",36.4832363,127.2513939
293064309,"새뜸마을5,6단지",36.4833939,127.2512762
293064310,"새뜸마을1,2단지",36.4826015,127.2474552
293064311,"새뜸마을1,2단지",36.4827907,127.2474155
293064312,"가득초등학교(새뜸마을3,4단지)",36.4854282,127.2455481
293064313,"가득초등학교(새뜸마을3,4단지)",36.4853374,127.2452246
293064314,새롬고등학교(새뜸마을7단지),36.4869507,127.2492943
293064315,새롬고등학교(새뜸마을7단지),36.4871399,127.2492546
293064316,금박골,36.556931,127.22984
293064317,다방1리마을회관,36.6031132,127.189307
293064318,쌍류초등학교,36.597535,127.208638
293064319,쌍류초등학교,36.5976715,127.208475
293064320,신흥리(사사),36.669438,127.194232
293064321,쌍류리(월정마을),36.5952236,127.2177077
293064322,쌍류리(월정마을),36.5952411,127.2174952
293064323,용암리(금단마을),36.5944763,127.2278058
293064324,고복저수지,36.5977479,127.2274533
293064325,고복저수지,36.5977251,127.2273249
293064326,청라리,36.5882205,127.1984708
293064327,용암2리,36.5599723,127.2125067
293064328,용암2리,36.5599682,127.2126743
293064329,세종첨단산업단지,36.7191773,127.1955466
293064330,대교에이스,36.7177679,127.2003627
293064331,행정리,36.6885967,127.1575524
293064332,행정리,36.6887542,127.1574677
293064333,쌍전리,36.5750779,127.2726146
293064334,용암2리입구,36.5523608,127.2154937
293064336,송정리,36.6252011,127.2325295
293064338,신정1리,36.6915871,127.2147544
293064339,신정2리,36.6946059,127.219943
293064340,종성골,36.6959446,127.2218636
293064341,(주)레이크엘이디앞,36.6980972,127.2210106
293064342,전의산업단지,36.7012593,127.2106772
293064343,내판2리,36.5526956,127.3252308
293064344,내판2리,36.5525517,127.3254602
293064345,연동중학교,36.5527497,127.3283481
293064346,연동중학교,36.55293,127.3282919
