정류장ID,정류장명,위도,경도
293064347,세종예술고등학교,36.492095,127.269558
293064348,세종예술고등학교,36.492706,127.268917
293064349,나릿재마을,36.4914044,127.2581439
293064350,나릿재마을,36.4912197,127.2581891
293064351,대평동커뮤니티센터,36.4724194,127.2790898
293064352,가락마을6단지,36.502547,127.238868
293064353,대평동커뮤니티센터,36.4722476,127.2788336
293064354,가락마을6단지,36.5024695,127.2384071
293064355,국민건강보험공단,36.5136059,127.2416967
293064356,국민건강보험공단,36.5137042,127.2413334
293064358,새롬중학교(새뜸마을1단지),36.4804553,127.249332
293064359,새롬중학교(새뜸마을1단지),36.4802617,127.2494164
293064360,새뜸마을4단지(가온마을1단지),36.4894565,127.2448371
293064361,새뜸마을4단지(가온마을1단지),36.4895961,127.2447697
293064362,소담고등학교(새샘마을5단지),36.4815502,127.3045326
293064363,소담고등학교(새샘마을1단지),36.4815428,127.3027743
293064364,새샘마을6단지,36.4852332,127.3036516
293064365,새샘마을6단지,36.4848875,127.3033124
293064366,다정중학교(가온마을4단지),36.4937133,127.2477261
293064367,다정중학교(가온마을4단지),36.4936286,127.2481842
293064368,새뜸마을14단지,36.4911744,127.2558346
293064369,새뜸마을14단지,36.4909023,127.2550427
293064370,"가온마을4,7단지",36.4915533,127.2494805
293064371,새뜸마을10단지,36.4905735,127.2508178
293064372,다정고등학교(가온마을1단지),36.4929776,127.2430447
293064373,다정고등학교(가온마을1단지),36.4927929,127.2431235
293064374,"가온마을2,3단지",36.4960541,127.2420575
293064375,"가온마을2,3단지",36.4961754,127.2418338
293064376,한결초등학교,36.4958942,127.2473673
293064377,한결초등학교,36.4960562,127.2472552
293064378,"수루배마을8,9단지",36.4981635,127.317689
293064379,"수루배마을8,9단지",36.498118,127.3173877
293064380,"반곡초,중학교",36.50145,127.3122098
293064381,"반곡초,중학교",36.5012202,127.312255
293064382,수루배마을1단지,36.498989,127.306082
293064383,수루배마을1단지,36.498904,127.306358
293064384,문화체육관광부,36.4967463,127.2664681
293064385,산학리(주니어전문스쿨),36.4825063,127.232697
293064386,산학리(주니어전문스쿨),36.4826597,127.2327579
293064387,소정리,36.7245035,127.1581344
293064388,"새뜸마을1,2단지",36.4828783,127.2461704
293064389,"새뜸마을1,2단지",36.4828552,127.2459137
293064390,"새뜸마을3,4단지",36.4866304,127.2470123
293064391,"새뜸마을3,4단지",36.4864817,127.2470741
293064392,"한뜰마을1,2단지",36.506399,127.267947
293064393,보건복지부 고용노동부,36.5024356,127.2609046
293064394,보건복지부 고용노동부,36.5022146,127.2608383
293064395,고등2리,36.7060526,127.1885841
293064398,영상마을아파트,36.4951389,127.1890242
293064400,반곡동(수루배마을),36.497338,127.310767
293064401,반곡동(수루배마을),36.497847,127.312253
293064404,깊은내길,36.646477,127.268761
293064405,동산산업,36.710329,127.147243
293064406,운당교차로,36.705806,127.148932
293064407,동산산업,36.710519,127.147184
293064408,깊은내길,36.646415,127.268755
293064409,내판리(외판1교),36.555932,127.323048
293064410,내판리(외판1교),36.555994,127.32309
293064411,쌍류리(수디산),36.609737,127.217233
293064412,고운동(만남로),36.501134,127.236316
293064413,고운동(만남로),36.500435,127.235985
293064414,연동면 복합커뮤니티센터,36.555077,127.326537
293064415,연동면 복합커뮤니티센터,36.555012,127.326823
293064416,산학연클러스터,36.501718,127.328826
293064417,산학연클러스터,36.500789,127.328331
293064418,집현동,36.498135,127.322785
293064419,집현동,36.497917,127.321985
293064420,누리동,36.533978,127.29214
293064421,수루배마을6단지,36.494364,127.318453
293064422,수루배마을6단지,36.494546,127.318515
293064424,세종누리학교,36.525453,127.242234
293064425,세종누리학교,36.525623,127.242241
293064426,주택성능연구개발센터,36.4686297,127.2415678
293064427,주택성능연구개발센터,36.4684392,127.2412886
293064428,장기중학교후문,36.495592,127.203518
293064429,장기중학교후문,36.495617,127.203627
293064430,"새뜸마을7,10단지",36.48844,127.250695
293064431,수루배마을4단지,36.501441,127.31419
293064432,수루배마을4단지,36.501285,127.31406
293064433,수루배마을3단지,36.500322,127.307365
293064434,수루배마을3단지,36.500238,127.307661
293064435,한국산업인력공단(세종지사),36.490395,127.256809
293064436,한국산업인력공단(세종지사),36.4903,127.256369
293064443,대전공원묘원,36.4519,127.2266
293064444,응암2리마을회관,36.5534,127.3389
293064445,세종충남대학교병원,36.520517,127.259481
293064446,세종충남대학교병원,36.521617,127.259736
293064447,세종충남대학교병원(후문),36.520501,127.259685
293064448,세종충남대학교병원(후문),36.521691,127.259634
293064451,국립세종수목원(연구동),36.4980336,127.2897139
293064452,"국립세종수목원,중앙공원",36.4996496,127.283625
293064453,세종호수공원,36.5018825,127.2791339
293064454,세종중앙공원,36.5001803,127.2821042
293064455,국립세종수목원,36.4988004,127.286745
293064456,국립세종수목원(연구동),36.4976075,127.2900113
293064458,해밀마을1단지,36.524978,127.2631843
293064459,해밀마을1단지,36.5245725,127.263286
293064460,원수산MTB공원,36.523357,127.2663781
293064461,원수산MTB공원,36.5237808,127.2664048
293064462,부강2리,36.5295,127.36597
293064463,부강초등학교,36.52783,127.36722
293064464,복지회관,36.52697,127.36974
293064465,부강2리,36.52934,127.36628
293064466,"진웅엠피아,재진가로등",36.538209,127.3364865
293064467,"진웅엠피아,재진가로등",36.5383444,127.3366315
293064468,명학2리,36.5236,127.35205
293064469,명학2리,36.5238951,127.3519644
293064470,응암3리마을입구,36.55073,127.35874
293064471,아름제2중(가락마을20단지),36.5165801,127.2413696
293064472,가락마을8단지.가재마을4단지,36.5076818,127.2411758
293064473,"종촌초등학교(가락마을6, 7단지)",36.5034395,127.2408773
293064474,종촌초등학교(가재마을3단지),36.5038057,127.2413842
293064475,가락마을8단지.가재마을4단지,36.5076286,127.2416171
293064476,아름제2중(가락마을20단지),36.5166984,127.2418662
293064477,산학연클러스터,36.50184,127.32914
293064478,산학연클러스터,36.50067,127.3279
293064479,집현동,36.49804,127.32304
293064480,집현동,36.49818,127.32136
293064484,해밀고등학교,36.52621,127.27124
293064485,해밀고등학교,36.5259544,127.2715644
293064486,"나성중학교,나성초등학교",36.48943,127.26369
293064487,"나성중학교,나성초등학교",36.49113,127.26272
293064488,"나릿재마을1,2단지",36.4874554,127.2646885
293064489,"나릿재마을1,2단지",36.4880312,127.2641006
293064490,수산리교차로,36.5378723,127.2340996
293064491,수산리교차로,36.5382055,127.2339589
293064492,다솜동,36.5317939,127.3202744
293064493,다솜동,36.5319645,127.3198216
293064497,전의산업단지교차로,36.70158,127.21039
293064498,다솜동,36.532531,127.3188316
293064499,다솜동,36.5319968,127.3203074
293064500,누리동,36.5342796,127.2936421
293064501,누리동,36.5339416,127.2936765
293064502,신흥3리,36.5956852,127.2907396
293064503,신흥3리,36.5956318,127.2911254
293064504,조치원 농협,36.592983,127.2869737
293064505,조치원 농협,36.5928162,127.2869351
293064506,신흥푸르지오,36.5915324,127.2899626
293064507,신흥푸르지오,36.5913565,127.2899016
293064508,월하리(패션아울렛),36.5735137,127.2903054
293064509,장욱진화백탑비,36.5559269,127.3394987
293064510,청미마을회관,36.6625624,127.2340451
293064511,반곡고등학교,36.4978363,127.3161531
293064512,반곡고등학교,36.49733,127.31655
293064513,한국농어촌공사,36.4683,127.2822
293064514,한국농어촌공사,36.46825,127.28234
293064515,"새샘마을7,8단지",36.48683,127.29981
293064516,"새샘마을7,8단지",36.48709,127.30017
293064517,동면농협예양지소,36.56798,127.32163
293064518,동면농협예양지소,36.56811,127.3218
293064519,"새나루마을4,9단지",36.49207,127.32188
293064520,"새나루마을4,9단지",36.49207,127.32226
293064521,"새나루마을2,8단지",36.4884705,127.3221026
293064522,"새나루마을2,8단지",36.4885801,127.3224222
293064523,"나릿재마을 4,6단지",36.4916231,127.2611096
293064524,"나릿재마을4,6단지",36.491527,127.261263
293064525,"새나루마을9,10단지",36.49297,127.32451
293064526,"새나루마을9,10단지",36.49296,127.32349
293113022,소정육교(맹골),36.72712998,127.1620038
293900001,대전공원묘원,36.452,127.2269
293900004,번암안동네,36.5845518,127.2925292
293900005,세종예술의전당,36.4849259,127.266713
293900006,세종예술의전당,36.484826,127.2662838
293900007,양지고등학교,36.5074521,127.268335
293900008,양지고등학교,36.5083429,127.2670152
293900009,세종소방서,36.5064823,127.272369
293900010,세종소방서,36.5061679,127.2722563
293900011,전통문화체험관,36.5038919,127.2832104
293900012,전통문화체험관,36.5038217,127.2854098
293900013,세종연구단지,36.4962997,127.3055641
293900014,세종연구단지,36.4960327,127.3053012
293900015,새나루마을10단지,36.4937474,127.3255569
293900016,새나루마을10단지,36.4937495,127.3252565
293900017,새나루마을1단지(후문),36.4840122,127.3174727
293900018,새나루마을1단지(후문),36.4837674,127.3176229
293900019,한국개발연구원(KDI),36.4819656,127.3084015
293900020,등곡리(쌍용양회),36.5037501,127.3860039
293900021,등곡리(쌍용양회),36.5020407,127.3866584
293900022,문곡리(호계마을),36.5288945,127.3933123
293900023,문곡리(호계마을),36.5290048,127.3932318
293900034,대전세종연구원,36.4894396,127.3023454
293900035,봉암2교,36.5595678,127.2835256
293900036,봉암2교,36.5597276,127.2833969
293900037,봉암리(봉암길),36.5578496,127.2847434
293900038,봉암리(봉암길),36.5577505,127.2846844
293900039,"봉암리(봉암길,서원길)",36.5582417,127.2868999
293900040,"봉암리(봉암길,서원길)",36.5585606,127.2871252
