정류장ID,정류장명,위도,경도,노선 개수,승차,하차,환승,승차 비율,하차 비율,환승 비율,고정인구,유동인구,기차역,고속/시외버스 터미널,택시 승강장,공영 주차장,어울링 대여소,상가,중고등학교,대학교,관광 명소,평균 속도,평균 통행량,교통 혼잡도,BRT 정류장 여부
293064078,국책연구단지북측,36.4959817,127.3034244,5,26511,27579,2350,0.469720057,0.488642807,0.0416371368,1229,29318,0,0,1,0,8,30,0,0,0,19.8,170.1,1.01010101,0
293064095,"두루초,중학교",36.5191814,127.2394622,2,23902,12307,1359,0.636232964,0.327592632,0.0361744037,4603,195759,0,0,0,0,9,94,1,0,0,22.7,26.7,0.660792952,0
293064051,세종충남대병원,36.5186505,127.2570215,4,35469,30327,4461,0.504846492,0.431658055,0.0634954524,1529,62262,0,0,0,0,6,72,0,0,0,23.4,273,1.068376068,1
293064094,두루중학교,36.5174909,127.2373346,2,13503,12913,512,0.501448307,0.479538027,0.0190136661,4081,195759,0,0,0,0,10,180,1,0,0,23.2,76.7,0.646551724,0
293064093,두루중학교,36.5173305,127.2381952,2,22501,13497,397,0.618244264,0.370847644,0.0109080918,2538,195759,0,0,0,0,11,131,1,0,0,19.6,76.3,0.765306122,0
293064069,"종촌고(가재마을3,4단지)",36.5052447,127.2443833,2,29014,48505,432,0.372208182,0.622249875,0.00554194302,5640,88689,0,0,0,0,8,27,2,0,0,13.6,124.6,1.102941176,0
293064092,가락초등학교,36.5156976,127.233616,2,3470,5862,194,0.364266219,0.615368465,0.020365316,3530,195759,0,0,0,0,7,52,0,0,0,33.7,19.8,0.741839763,0
293064068,가재마을7단지,36.5051417,127.2489733,2,46721,58774,2230,0.433706196,0.545592945,0.0207008587,6376,88689,0,0,0,0,18,331,1,0,0,32.9,32.6,0.455927052,0
293064091,가락초등학교,36.5156123,127.2337503,2,7552,5415,148,0.575829203,0.412886008,0.0112847884,3435,195759,0,0,0,0,7,52,0,0,0,28.7,17.7,0.871080139,0
293064065,문화체육관광부(남측),36.4960299,127.2657345,1,4598,3853,245,0.52874885,0.443077277,0.028173873,0,107847,0,0,0,0,14,366,0,0,0,35.4,93,0.706214689,0
293064090,고운고등학교,36.5089377,127.2342422,2,16400,6911,206,0.697367862,0.293872518,0.0087596207,3297,195759,0,0,0,0,6,45,1,0,0,32.7,19.6,0.764525994,0
293064064,국립세종도서관,36.5001938,127.2674639,1,10568,11147,565,0.47432675,0.500314183,0.0253590664,0,107847,0,0,1,0,10,15,0,0,1,32.5,49.5,0.615384615,0
293064089,고운고등학교,36.509267,127.2343639,2,9932,14700,114,0.401357795,0.5940354,0.00460680514,3073,195759,0,0,0,0,5,27,1,0,0,34,27.3,0.735294118,0
293064106,가락마을14단지,36.51301,127.2331115,2,15293,11312,494,0.564338167,0.417432378,0.018229455,1772,195759,0,0,0,0,7,14,1,0,0,28.1,42.5,0.889679715,0
293064061,"종촌고(가재마을3,4단지)",36.5050718,127.2436524,2,61508,24392,834,0.709156732,0.281227662,0.00961560634,4903,88689,0,0,0,0,8,26,2,0,0,16.5,115,0.909090909,0
293064102,범지기마을10단지북측,36.5190968,127.2483697,4,35009,53029,5409,0.37464017,0.567476752,0.0578830781,4255,151477,0,0,0,0,6,18,1,0,0,31.4,165.7,0.796178344,1
293064060,가락마을8단지,36.5089327,127.2405854,1,16173,12570,162,0.559522574,0.434872859,0.00560456668,4604,195759,0,0,0,0,10,142,0,0,0,18.9,109.5,0.793650794,0
293064101,범지기마을10단지북측,36.5189898,127.2489006,4,55792,30473,3572,0.621035876,0.339203224,0.0397609003,3715,151477,0,0,0,0,7,29,1,0,0,38.2,63.8,0.654450262,1
293064077,국책연구단지북측,36.4955579,127.3033473,5,21731,36581,3247,0.353010933,0.594242921,0.052746146,1328,29318,0,0,1,0,10,47,0,0,0,11,156.3,1.818181818,0
293064100,"범지기3,9단지(청소년센터)",36.5189667,127.2449384,4,38815,45682,8882,0.415671618,0.489210636,0.095117746,3906,151477,0,0,0,0,6,10,1,0,0,27,146.7,0.925925926,1
293064099,"범지기3,9단지(청소년센터)",36.518782,127.2444672,4,74269,42702,6309,0.602441596,0.346382219,0.0511761843,4493,151477,0,0,0,0,7,8,0,0,0,15.4,64.6,1.623376623,1
293064098,가락마을22단지,36.5201811,127.2411119,4,30510,54740,18031,0.295407674,0.53001036,0.174581966,3014,195759,0,0,0,0,7,12,1,0,0,31.4,149.2,0.796178344,0
293064097,가락마을22단지,36.5200447,127.2405762,4,53613,26088,20295,0.536151446,0.260890436,0.202958118,2999,195759,0,0,0,0,7,17,1,0,0,29.3,40.2,0.511945392,0
293064073,"도램마을14,15단지",36.5108082,127.2669854,1,3445,2822,71,0.54354686,0.445250868,0.011202272,3815,62262,0,0,0,0,6,22,2,0,0,39.6,50.4,0.631313131,0
293064096,"두루초,중학교",36.5187165,127.2391789,2,24522,19071,1742,0.540906584,0.420668358,0.0384250579,4283,195759,0,0,0,0,10,137,1,0,0,23.6,25.8,0.63559322,0
293064116,두루고등학교,36.5172342,127.2313602,2,12177,6541,312,0.639884393,0.343720441,0.0163951655,2675,195759,0,0,0,0,8,43,0,0,0,38.5,19,0.649350649,0
293064071,가재마을12단지,36.5073176,127.2505017,2,26657,5262,720,0.816722326,0.161218175,0.0220594994,4905,151477,0,0,0,0,13,124,0,0,0,35.5,119.7,0.704225352,0
293064115,두루고등학교,36.5173734,127.2311308,2,3742,14130,345,0.205412527,0.775649119,0.0189383543,1760,195759,0,0,0,0,8,43,1,0,0,44.1,28.2,0.566893424,0
293064070,가락마을8단지,36.5087662,127.2407144,1,11845,16170,139,0.420721745,0.574341124,0.00493713149,4604,195759,0,0,0,0,9,132,0,0,0,23.6,86.6,0.63559322,0
293064114,"가락마을17,18단지",36.5195051,127.2347603,3,49844,36599,1601,0.566126028,0.415689882,0.0181840898,1668,195759,0,0,0,0,10,223,0,0,0,21.2,47.7,1.179245283,0
293064113,"가락마을17,18단지",36.5197921,127.2346313,3,44976,39261,2256,0.519995838,0.453921127,0.0260830356,1660,195759,0,0,0,0,9,223,0,0,0,20.9,85.1,1.196172249,0
293064110,"도램마을8,10단지",36.5121473,127.2599592,9,57649,65278,3399,0.456351028,0.516742397,0.0269065751,4186,62262,0,0,2,0,16,376,0,0,0,39.3,308.5,0.636132316,1
293064109,"도램마을8,10단지",36.5119283,127.2595385,10,59411,49277,3767,0.528309101,0.438193055,0.0334978436,4994,62262,0,0,2,0,17,363,0,0,0,40.9,363.1,0.611246944,1
293064108,도램마을20단지,36.5174087,127.2649161,1,3117,1240,64,0.705044108,0.28047953,0.0144763628,1905,62262,0,0,0,0,8,34,1,0,0,47.1,27.2,0.530785563,0
293064107,가락마을14단지,36.5129521,127.2334076,2,12421,12602,453,0.487556916,0.494661642,0.0177814414,2464,195759,0,0,0,0,6,13,1,0,0,31.3,38,0.798722045,0
293064124,고운동커뮤니티센터남측,36.5043276,127.2347772,3,51881,30982,3227,0.602636775,0.359879196,0.0374840283,2461,195759,0,0,0,0,9,218,1,0,0,15.2,86.3,0.986842105,0
293064123,고운동커뮤니티센터남측,36.5042791,127.2352687,3,45082,36625,3183,0.53106373,0.431440688,0.0374955825,2570,195759,0,0,0,0,10,220,1,0,0,21.7,99.4,0.69124424,0
293064122,으뜸초등학교,36.5070383,127.231468,2,1388,11596,123,0.105897612,0.88471809,0.00938429847,1789,195759,0,0,0,0,4,196,0,0,0,43.7,26,0.57208238,0
293064121,으뜸초등학교,36.5071605,127.2317021,2,2611,3025,136,0.452356202,0.524081774,0.0235620236,1985,195759,0,0,0,0,4,209,0,0,0,46.9,67,0.533049041,0
293064120,"가락마을9,11단지",36.5105636,127.2296299,3,35168,16384,680,0.673303722,0.313677439,0.013018839,2255,195759,0,0,0,0,4,13,1,0,0,23.7,46.8,1.054852321,0
293064119,"가락마을9,11단지",36.5106813,127.229892,3,27552,31961,872,0.456272253,0.529287075,0.0144406724,2198,195759,0,0,0,0,5,13,1,0,0,26.1,67.7,0.957854406,0
293064118,"가락마을10,13단지",36.513498,127.2296588,3,56744,30828,1096,0.639960301,0.347678982,0.0123607164,1251,195759,0,0,0,0,6,22,0,0,0,16.7,68.8,0.898203593,0
293064117,"가락마을10,13단지",36.5134794,127.2293797,3,51985,42896,1217,0.540958189,0.446377656,0.0126641553,1385,195759,0,0,0,0,6,21,1,0,0,17.8,75.4,0.842696629,0
293064140,고운동커뮤니티센터북측,36.5200871,127.2377731,2,18241,7230,678,0.697579257,0.276492409,0.0259283338,4787,195759,0,0,0,0,7,189,1,0,0,15.7,38.2,0.955414013,0
293064139,"가재마을5,8단지",36.5009207,127.2497831,3,103554,39099,9003,0.682821649,0.257813736,0.0593646147,5371,88689,0,0,0,1,19,237,0,0,0,12.4,179.5,1.612903226,0
293064125,가재마을7단지,36.5049528,127.248745,2,58229,35269,1992,0.609791601,0.369347576,0.0208608231,7115,88689,0,0,0,0,19,331,1,0,0,32.5,23.3,0.461538462,0
293064148,범지기마을1단지,36.5089857,127.242171,1,1944,12288,76,0.135868046,0.85882024,0.00531171373,4433,151477,0,0,0,0,12,185,0,0,0,20.1,123.5,1.243781095,0
293064147,세종시보건소(대동초),36.5955851,127.2953796,2,2539,10684,138,0.190030686,0.799640745,0.0103285682,1757,309714,0,0,0,1,1,190,0,0,0,21.2,127.7,0.70754717,0
293064146,세종시보건소(대동초),36.5955999,127.2935516,2,11499,2829,286,0.786848228,0.193581497,0.0195702751,3642,309714,0,0,0,2,2,167,0,0,0,22.6,21,0.663716814,0
293064145,다빛초등학교(가온마을3단지),36.4995152,127.2425474,3,25227,10908,959,0.680083032,0.29406373,0.0258532377,4771,88689,0,0,0,0,8,31,0,0,0,27.5,191.3,0.909090909,1
293064144,다빛초등학교(가재마을1단지),36.4997313,127.2424127,4,11334,16599,1034,0.391272828,0.573031381,0.0356957918,4572,88689,0,0,0,0,8,32,0,0,0,32.4,245.5,0.771604938,1
293064142,대법원등기정보센터,36.5121017,127.2423505,2,14770,51333,1418,0.21874676,0.760252366,0.0210008738,2786,151477,0,0,0,0,11,303,2,0,0,14.3,106.3,1.748251748,0
293064141,고운동커뮤니티센터북측,36.5203767,127.2376669,2,6133,22405,424,0.211760238,0.77359989,0.0146398729,4004,195759,0,0,0,0,7,189,1,0,0,21,72.7,0.714285714,0
293064158,"가락마을7,8단지",36.5055858,127.2395189,3,38343,64018,1934,0.367639868,0.613816578,0.0185435543,6518,195759,0,0,0,0,11,25,1,0,0,14.5,137,1.034482759,0
